id,Foundation,FirstFlrSF,KitchenQual,Fireplaces,HeatingQC,FullBath,BsmtQual,OpenPorchSF,GarageYrBlt,ExterQual,OverallQual,BsmtFinType1,YearBuilt,GarageArea,TotRmsAbvGrd,GarageCars,GrLivArea,YearRemodAdd,LotFrontage,SalePrice
821,1,936,3,0,4,1,1,32,1974.0,1,4,5,64,576,4,2,936,64,60.0,93000
822,2,847,2,1,0,2,2,48,2003.0,2,7,5,14,433,7,2,1733,14,70.04995836802665,225000
823,0,944,3,1,4,2,3,0,1940.0,3,6,5,77,240,7,1,1489,67,60.0,139500
824,2,1489,2,1,0,2,2,140,2006.0,2,8,5,11,776,7,2,1489,11,81.0,232600
825,2,2084,0,1,0,2,0,45,2007.0,0,10,2,10,1220,7,3,2084,9,114.0,385000
826,0,784,2,0,2,1,3,0,1978.5061638868744,3,5,0,93,0,5,0,784,67,50.0,109500
827,2,1434,2,1,0,2,2,39,2001.0,2,7,2,16,527,6,2,1434,16,65.0,189000
828,2,1160,3,0,4,2,3,0,1967.0,3,5,3,50,538,7,2,2126,50,70.04995836802665,185000
829,2,520,2,0,0,2,2,166,2005.0,2,7,5,12,480,4,2,1223,12,24.0,147400
830,1,1392,3,2,4,1,3,0,1957.0,3,6,4,60,458,6,2,1392,60,80.0,166000
831,2,520,2,0,0,2,2,166,2005.0,3,7,5,12,480,4,2,1200,12,30.0,151000
832,2,941,2,1,0,2,2,39,2003.0,2,7,2,14,613,7,2,1829,14,44.0,237000
833,1,1516,3,0,4,1,3,0,1964.0,3,6,4,53,472,6,2,1516,53,100.0,167000
834,1,1144,3,0,2,1,3,0,1961.0,3,5,4,56,456,6,2,1144,56,75.0,139950
835,1,1067,2,0,4,2,2,0,1996.0,3,4,1,67,436,4,2,1067,22,60.0,128000
836,0,1559,3,0,2,1,3,116,1948.0,3,5,4,69,812,5,2,1559,44,90.0,153500
837,1,483,3,0,4,1,3,0,1973.0,3,6,1,44,264,5,1,987,44,21.0,100000
838,2,1099,2,0,0,1,2,0,1999.0,3,5,5,22,352,6,1,1099,11,75.0,144000
839,1,768,3,0,0,1,3,0,1946.0,3,5,1,71,240,6,1,1200,22,70.0,130500
840,0,810,1,0,4,2,3,0,1934.0,3,6,1,92,400,7,1,1482,67,70.04995836802665,140000
841,2,958,2,1,2,2,3,78,1983.0,3,5,5,113,686,8,2,1539,15,60.0,157500
842,1,1165,3,0,4,1,3,129,1966.0,3,6,4,51,490,6,2,1165,51,82.0,174900
843,1,1800,3,0,0,2,3,0,1978.5061638868744,3,5,5,56,0,10,0,1800,56,80.0,141000
844,0,876,3,1,2,1,3,0,1949.0,3,5,5,102,720,7,3,1416,67,100.0,153900
845,1,1701,3,2,4,2,2,0,1975.0,3,5,0,42,611,6,2,1701,36,70.04995836802665,171000
846,2,1006,2,1,0,2,2,72,1993.0,2,7,0,24,425,7,2,1775,24,75.0,213000
847,1,864,3,1,0,1,3,0,1972.0,3,5,1,45,338,5,1,864,45,36.0,133500
848,0,1307,3,1,4,3,3,40,1908.0,3,6,5,109,360,10,2,2358,20,75.0,240000
849,1,1094,3,1,0,2,3,100,1976.0,2,6,5,41,512,7,2,1855,23,80.0,187000
850,2,848,2,0,0,1,2,0,2003.0,2,6,2,14,420,3,2,848,14,36.0,131500
851,2,1456,2,1,0,2,2,20,2003.0,2,8,5,14,400,7,2,1456,14,70.04995836802665,215000
852,1,918,3,2,2,2,3,0,1941.0,3,7,4,76,240,7,1,1646,67,53.0,164000
853,1,1445,3,1,4,1,3,0,1964.0,3,6,4,53,645,7,2,1445,53,70.04995836802665,158000
854,1,1779,3,1,4,1,3,418,1955.0,3,5,0,62,454,6,2,1779,43,102.0,170000
855,1,1040,3,0,0,1,3,104,1962.0,3,5,0,55,260,6,1,1040,7,70.04995836802665,127000
856,1,1026,3,0,4,1,2,0,1981.0,3,6,2,39,576,5,2,1026,39,70.04995836802665,147000
857,2,702,3,1,2,2,2,36,1994.0,3,6,5,23,343,6,2,1481,22,65.0,174000
858,1,1370,3,1,4,2,2,0,1976.0,3,7,5,41,479,6,2,1370,41,80.0,152000
859,1,1512,2,1,4,2,3,65,1968.0,3,6,1,49,619,9,2,2654,33,70.04995836802665,250000
860,0,912,2,1,2,1,3,240,1925.0,2,7,5,99,216,7,1,1426,19,55.0,189950
861,2,1039,3,0,0,1,3,0,1965.0,3,5,1,52,504,6,2,1039,52,75.0,131500
862,2,1097,3,0,4,2,2,0,1986.0,3,6,2,33,480,6,2,1097,32,81.0,152000
863,1,1148,3,0,4,1,3,0,1959.0,3,5,1,58,672,6,1,1148,58,70.0,132500
864,2,1372,2,0,0,2,0,140,2008.0,2,7,5,10,529,6,2,1372,9,72.0,250580
865,1,1002,3,0,4,1,3,0,1973.0,3,5,1,47,902,5,2,1002,47,70.04995836802665,148500
866,2,1646,2,1,0,2,2,80,2007.0,2,8,5,11,870,6,3,1646,10,67.0,248900
867,1,1120,1,0,4,1,3,0,1961.0,3,4,0,56,544,5,2,1120,56,85.0,129000
868,3,1547,3,1,2,2,3,144,1979.0,3,5,5,69,672,7,2,2320,67,70.04995836802665,169000
869,2,1062,2,1,0,2,2,90,1993.0,2,7,2,24,574,8,2,1949,23,80.0,236000
870,1,894,3,0,2,1,3,0,1962.0,3,5,5,55,308,5,1,894,55,60.0,109500
871,2,804,2,0,0,2,2,77,1998.0,3,6,2,19,523,7,2,1682,19,70.0,200500
872,4,910,2,0,2,1,3,0,1953.0,2,5,5,64,414,5,2,910,21,74.0,116000
873,1,1036,3,1,2,1,3,28,1949.0,2,5,4,68,288,6,1,1268,67,60.0,133000
874,1,676,3,0,0,1,3,0,1941.0,3,5,5,76,200,5,1,1131,67,52.0,66500
875,2,1184,0,1,0,2,2,364,2007.0,2,8,2,10,550,11,2,2610,10,75.0,303477
876,2,1040,3,0,2,1,3,0,1963.0,3,4,0,54,648,5,2,1040,54,94.0,132250
877,2,1462,0,1,0,2,0,0,2004.0,2,9,2,13,738,10,3,2224,12,74.0,350000
878,1,1155,2,0,4,1,3,0,1987.0,3,5,0,56,576,6,2,1155,22,88.0,148000
879,1,864,3,0,0,1,3,0,1978.0,2,5,0,39,336,6,1,864,12,70.04995836802665,136500
880,2,1090,3,0,2,1,0,49,2005.0,3,5,0,12,450,5,2,1090,11,60.0,157000
881,1,1187,2,1,0,2,2,36,1990.0,2,7,3,27,400,7,2,1717,26,44.0,187500
882,2,808,3,1,2,2,2,40,1993.0,3,6,5,25,389,7,2,1593,24,70.04995836802665,178000
883,2,954,3,0,4,1,3,188,1997.0,2,4,5,105,440,10,1,2230,67,60.0,118500
884,1,892,3,0,4,1,3,0,1967.0,3,5,1,50,288,5,1,892,50,65.0,100000
885,2,1709,2,1,0,2,0,65,1999.0,2,9,2,18,506,5,2,1709,17,50.0,328900
886,1,1712,3,0,0,2,3,54,2005.0,3,5,3,58,588,8,2,1712,12,70.0,145000
887,2,872,3,0,4,1,3,0,1955.0,3,5,5,62,300,8,1,1393,62,59.0,135500
888,2,2217,2,1,0,2,3,207,1970.0,2,8,0,47,621,8,2,2217,47,95.0,268000
889,1,1505,3,1,0,1,3,0,1953.0,3,6,1,64,505,6,2,1505,64,128.0,149500
890,1,672,3,1,0,1,3,0,2003.0,3,5,5,68,576,6,2,924,11,60.0,122900
891,1,918,3,1,2,2,3,0,1978.0,3,6,3,39,440,7,2,1683,39,70.0,172500
892,1,1068,3,0,4,1,3,0,1963.0,3,6,2,54,264,6,1,1068,14,70.0,154500
893,2,1383,3,1,4,1,2,116,1954.0,3,5,1,63,354,6,1,1383,63,70.04995836802665,165000
894,3,1535,3,0,4,2,3,0,1979.0,3,5,5,38,400,8,2,1535,38,64.0,118858
895,1,983,3,1,4,1,3,50,1963.0,3,6,1,54,483,8,2,1796,54,71.0,140000
896,0,951,3,0,0,1,3,28,1936.0,3,4,0,81,327,6,1,951,67,50.0,106500
897,3,1120,3,0,4,2,3,0,1979.0,3,5,5,38,528,12,2,2240,38,64.0,142953
898,2,2364,0,2,0,2,0,67,2009.0,0,9,2,8,820,11,3,2364,7,100.0,611657
899,1,1236,3,1,4,1,3,0,1961.0,3,5,1,56,288,6,1,1236,23,65.0,135000
900,1,858,3,0,4,1,3,0,1979.0,3,4,0,46,684,4,1,858,46,70.04995836802665,110000
901,1,1306,3,0,4,1,3,0,1968.0,3,5,1,60,756,5,1,1306,17,64.0,153000
902,2,807,2,1,0,2,2,75,2003.0,2,7,5,14,393,8,2,1509,14,63.0,180000
903,2,1670,2,1,0,2,2,60,2006.0,2,7,5,11,690,7,3,1670,11,50.0,240000
904,1,902,3,0,4,1,3,0,1967.0,3,5,2,50,288,6,1,902,50,70.04995836802665,125500
905,1,1063,3,0,4,1,3,0,1954.0,3,5,4,63,280,6,1,1063,63,80.0,128000
906,2,1636,2,1,0,2,2,60,2006.0,2,8,2,11,865,8,3,1636,11,116.0,255000
907,1,1020,2,1,2,1,2,0,1936.0,2,7,4,81,180,6,1,2057,30,86.0,250000
908,1,902,3,0,4,1,2,0,1983.0,3,5,1,34,484,5,2,902,34,70.04995836802665,131000
909,2,742,2,1,0,2,2,24,2005.0,2,6,5,12,390,8,2,1484,12,149.0,174000
910,1,1105,3,0,4,2,3,0,1960.0,3,5,4,57,480,12,2,2274,57,80.0,154300
911,1,1268,2,0,4,1,2,0,1978.0,3,5,0,40,252,5,1,1268,28,70.04995836802665,143500
912,0,1015,3,0,4,1,3,0,1925.0,3,5,4,92,450,6,1,1015,67,51.0,88000
913,1,1001,3,0,4,2,3,0,1949.0,3,5,1,68,871,8,3,2002,67,82.0,145000
914,2,612,2,0,0,2,2,234,2009.0,2,6,2,8,528,4,2,1224,8,30.0,173733
915,1,546,3,0,1,1,3,0,1970.0,3,4,5,47,286,6,1,1092,47,21.0,75000
916,1,480,3,0,4,0,3,0,1958.0,3,2,1,68,308,4,1,480,67,50.0,35311
917,1,1229,3,0,0,1,3,0,1956.0,3,4,0,61,284,6,1,1229,61,70.04995836802665,135000
918,2,912,2,1,0,2,0,192,1991.0,2,7,1,26,833,8,3,2127,26,103.0,238000
919,1,1414,3,1,0,1,2,51,1990.0,0,6,0,59,601,6,2,1414,15,87.0,176500
920,2,936,2,0,0,2,2,87,1994.0,2,6,2,23,471,7,2,1721,23,70.0,201000
921,1,1272,3,0,2,2,3,70,1978.5061638868744,3,5,0,117,0,9,0,2200,14,67.0,145900
922,2,1316,2,1,0,2,2,0,2005.0,2,6,2,12,397,6,2,1316,11,65.0,169990
923,2,1617,2,1,0,2,2,69,1993.0,2,6,3,24,533,5,2,1617,23,50.0,193000
924,1,1686,3,1,4,2,2,131,1980.0,3,6,1,37,612,7,2,1686,37,79.0,207500
925,2,1126,0,0,4,2,2,0,1977.0,3,5,0,40,540,6,2,1126,40,70.04995836802665,175000
926,2,1234,0,1,0,2,2,100,2003.0,2,8,5,14,656,10,3,2374,13,93.0,285000
927,1,1098,3,1,2,2,3,43,1968.0,3,7,1,49,486,9,2,1978,49,70.04995836802665,176000
928,2,1788,0,1,0,2,2,151,2001.0,2,8,5,16,522,7,2,1788,16,70.04995836802665,236500
929,2,993,2,1,2,2,2,0,1997.0,3,7,5,20,642,8,2,2236,20,70.04995836802665,222000
930,2,1466,2,0,0,2,2,18,2007.0,2,8,2,10,610,7,3,1466,10,73.0,201000
931,1,925,3,0,0,1,3,0,1965.0,3,5,1,52,429,5,1,925,52,70.0,117500
932,2,1905,0,1,0,2,0,191,2006.0,0,9,5,11,788,8,3,1905,11,84.0,320000
933,2,1500,2,0,0,2,2,36,2004.0,2,7,2,13,570,6,2,1500,13,63.0,190000
934,1,2069,2,1,0,2,2,0,1960.0,3,7,2,57,505,9,2,2069,10,313.0,242000
935,2,747,3,0,2,1,1,0,1953.0,3,4,5,91,528,5,2,747,64,52.0,79900
936,2,1200,2,0,0,2,2,41,2003.0,2,7,2,14,555,5,2,1200,14,67.0,184900
937,2,1113,2,1,0,2,2,48,2005.0,2,7,2,12,689,8,2,1971,12,75.0,253000
938,2,1391,2,0,0,2,2,90,2006.0,2,7,2,11,868,7,3,1962,11,73.0,239799
939,1,1207,3,2,0,2,3,0,1940.0,3,7,5,77,349,10,1,2403,67,70.04995836802665,244400
940,1,1728,3,0,4,2,3,0,1976.0,3,6,4,41,574,8,2,1728,41,55.0,150900
941,2,1022,2,1,0,2,2,0,1999.0,2,7,0,18,390,8,2,2060,18,70.04995836802665,214000
942,2,1440,3,0,4,2,2,0,1978.5061638868744,3,4,2,40,0,8,0,1440,40,42.0,150000
943,1,1632,3,0,4,2,3,0,1967.0,3,5,5,50,576,8,2,1632,50,100.0,143000
944,1,1344,2,1,2,1,3,118,1958.0,3,6,2,59,525,7,2,1344,59,70.04995836802665,137500
945,0,1188,3,0,4,1,3,0,1963.0,3,5,3,127,456,7,2,1869,21,98.0,124900
946,1,1144,3,1,4,1,3,0,1959.0,3,5,0,58,796,6,1,1144,58,70.0,143000
947,2,1629,2,1,0,2,2,252,2002.0,2,8,2,15,808,9,3,1629,14,85.0,270000
948,2,936,2,1,0,2,2,96,2002.0,2,7,5,15,474,7,2,1776,15,65.0,192500
949,1,1381,2,1,4,1,3,0,1972.0,3,6,0,45,676,5,2,1381,11,78.0,197500
950,1,864,2,0,2,1,3,0,1980.0,3,5,0,67,720,5,2,864,15,60.0,129000
951,1,965,3,0,2,1,3,0,1979.0,3,5,1,52,300,6,1,965,52,60.0,119900
952,1,768,3,0,2,1,2,0,1974.0,3,5,2,45,396,5,1,768,14,60.0,133900
953,1,1168,3,1,0,2,3,189,1969.0,3,5,0,48,530,7,2,1968,48,70.04995836802665,172000
954,1,980,3,0,4,2,2,0,1978.5061638868744,3,6,2,42,0,4,0,980,42,35.0,127500
955,1,979,3,0,4,2,2,0,1946.0,3,6,4,71,492,8,2,1958,67,82.0,145000
956,1,561,3,1,4,1,2,0,1980.0,3,6,0,37,462,5,2,1229,37,24.0,124000
957,1,1057,3,0,4,1,3,0,1977.0,3,5,4,55,576,6,2,1057,55,70.0,132000
958,2,1337,2,0,0,2,2,39,2003.0,2,7,2,14,531,6,2,1337,14,65.0,185000
959,2,696,2,0,0,2,2,44,1999.0,2,7,0,18,484,6,2,1416,18,24.0,155000
960,1,858,3,0,2,1,3,0,1978.5061638868744,3,5,1,59,0,4,0,858,9,50.0,116500
961,1,1542,3,1,4,2,2,282,1977.0,3,6,0,40,619,11,2,2872,22,70.04995836802665,272000
962,1,804,2,1,4,2,2,0,1976.0,3,6,0,41,440,7,2,1548,41,24.0,155000
963,2,1800,0,0,0,2,0,136,2007.0,2,9,5,10,702,7,2,1800,10,122.0,239000
964,2,824,2,1,0,2,2,40,2002.0,2,7,2,15,510,8,2,1894,14,80.0,214900
965,2,783,2,1,0,2,2,72,2005.0,2,6,5,12,393,8,2,1484,10,65.0,178900
966,0,976,3,2,0,1,3,70,1940.0,2,5,4,77,256,7,1,1308,67,130.0,160000
967,1,1098,3,0,4,1,3,0,1955.0,3,5,0,62,260,6,1,1098,62,70.04995836802665,135000
968,0,600,3,0,1,1,3,0,1978.5061638868744,3,3,5,107,0,6,0,968,67,50.0,37900
969,1,1095,3,0,4,1,3,0,1958.0,3,6,0,59,264,6,1,1095,59,75.0,140000
970,1,720,3,0,4,1,3,0,1978.5061638868744,3,4,5,68,0,6,0,1192,67,60.0,135000
971,2,764,2,0,0,2,2,27,2003.0,2,7,2,14,474,6,2,1626,13,36.0,173000
972,1,918,3,1,4,2,2,0,1979.0,3,6,5,38,264,5,1,918,38,55.0,99500
973,2,1428,2,0,0,2,2,120,2007.0,2,7,5,10,480,6,2,1428,9,95.0,182000
974,0,1136,2,0,4,1,2,135,1997.0,3,7,5,107,532,8,2,2019,24,60.0,167500
975,2,673,2,0,0,2,2,50,2000.0,2,7,2,17,490,6,2,1382,17,70.04995836802665,165000
976,2,869,1,0,4,1,2,0,1978.5061638868744,3,4,5,94,0,4,0,869,59,51.0,85500
977,2,1241,2,0,0,1,2,116,2007.0,2,7,2,11,569,4,2,1241,10,35.0,199900
978,1,894,3,0,0,1,3,0,1999.0,3,4,3,63,400,5,2,894,63,68.0,110000
979,2,1121,3,0,4,1,3,80,1963.0,3,5,4,54,480,5,2,1121,54,80.0,139000
980,1,999,0,0,2,1,3,76,1961.0,0,7,0,56,588,6,2,999,10,70.04995836802665,178400
981,2,1276,2,1,0,2,2,0,1998.0,2,8,2,19,676,8,3,2612,18,98.0,336000
982,2,1266,2,1,0,2,2,16,2007.0,2,7,5,10,388,6,2,1266,10,43.0,159895
983,2,1149,2,1,0,2,2,0,2002.0,2,8,5,15,779,9,2,2290,15,70.04995836802665,255900
984,1,1302,2,0,4,2,3,0,1977.0,3,5,5,40,539,8,2,1734,40,75.0,126000
985,1,1164,3,0,4,1,3,48,1950.0,3,5,0,67,240,5,1,1164,67,68.0,125000
986,1,1001,2,0,2,1,3,0,1950.0,3,6,5,107,255,5,1,1635,14,59.0,117000
987,2,1940,0,1,0,2,0,95,2010.0,0,9,2,8,606,8,3,1940,7,83.0,395192
988,1,1118,2,1,4,2,3,224,1976.0,3,6,3,41,551,8,2,2030,41,70.04995836802665,195000
989,2,778,2,0,0,2,2,50,2006.0,2,7,5,11,614,6,2,1576,11,65.0,197000
990,2,1407,2,1,0,2,2,70,1997.0,2,8,2,20,870,7,3,2392,19,82.0,348000
991,0,916,2,1,2,1,3,169,1925.0,2,8,1,135,424,8,2,1742,31,121.0,168000
992,1,1020,2,1,2,2,3,42,1964.0,3,6,1,53,440,7,2,1851,24,80.0,187000
993,2,750,2,0,0,2,2,35,2005.0,3,6,5,12,564,6,2,1500,11,68.0,173900
994,2,1718,0,1,0,2,0,48,2008.0,0,10,2,11,786,7,3,1718,10,96.0,337500
995,1,774,3,0,4,1,3,57,1946.0,3,4,0,71,305,5,1,1230,67,51.0,121600
996,1,1050,3,0,4,1,3,319,1961.0,3,5,4,56,368,6,1,1050,56,70.04995836802665,136500
997,1,1442,3,1,4,2,3,0,1970.0,3,6,5,47,615,6,2,1442,47,70.04995836802665,185000
998,0,1077,3,1,1,1,3,100,1922.0,3,3,5,95,210,6,1,1077,67,60.0,91000
999,2,1208,2,0,0,2,2,61,2006.0,2,7,2,11,632,6,2,1208,11,64.0,206000
1000,3,944,1,0,1,1,3,0,1956.0,3,3,5,65,528,4,2,944,65,74.0,82000
1001,0,691,0,0,0,1,1,20,1920.0,3,5,5,97,216,4,1,691,67,60.0,86000
1002,2,1574,2,1,0,2,2,104,2006.0,2,8,2,11,824,7,3,1574,11,75.0,232000
1003,1,1680,3,0,1,2,3,0,1976.0,3,5,5,41,528,8,2,1680,41,70.04995836802665,136905
1004,2,1504,2,1,0,2,2,0,2005.0,2,7,2,12,457,7,2,1504,11,43.0,181000
1005,1,985,3,0,4,2,2,0,1977.0,2,5,2,40,328,6,1,985,40,65.0,149900
1006,1,1657,3,1,2,2,2,0,1970.0,3,6,3,47,484,7,2,1657,47,70.04995836802665,163500
1007,1,546,3,0,4,1,3,0,1970.0,3,4,1,47,286,6,1,1092,47,21.0,88000
1008,2,1710,2,1,0,2,0,48,2004.0,2,7,5,13,550,7,2,1710,12,43.0,240000
1009,0,1008,3,0,0,2,3,0,1978.5061638868744,3,5,5,91,0,7,0,1522,67,60.0,102000
1010,1,720,3,1,4,2,3,0,1948.0,3,5,5,69,312,7,1,1271,67,115.0,135000
1011,1,1664,3,0,4,2,3,0,1978.5061638868744,3,5,5,52,0,8,0,1664,52,75.0,100000
1012,2,900,2,2,4,1,3,0,1923.0,3,6,5,94,180,7,1,1502,21,55.0,165000
1013,0,1022,3,0,4,1,3,30,1956.0,3,5,0,107,280,4,1,1022,11,60.0,85000
1014,1,1082,3,1,4,1,3,130,1948.0,3,6,1,69,240,5,1,1082,67,60.0,119200
1015,2,810,2,0,0,2,2,45,2001.0,2,8,2,16,528,6,2,1665,16,70.0,227000
1016,2,1504,2,1,0,2,2,66,1996.0,2,7,2,21,478,6,2,1504,21,73.0,203000
1017,1,1360,2,1,2,1,2,0,1984.0,2,8,2,33,565,4,2,1360,33,70.04995836802665,187500
1018,2,802,2,1,2,2,2,0,1991.0,2,7,5,26,402,7,2,1472,25,70.04995836802665,160000
1019,2,1506,2,1,0,2,2,20,2005.0,2,7,2,12,440,6,2,1506,12,43.0,213490
1020,2,1132,2,0,0,1,2,64,2005.0,3,4,2,12,451,5,2,1132,12,60.0,176000
1021,2,1220,2,0,0,2,2,54,2006.0,2,7,2,11,632,6,2,1220,11,64.0,194000
1022,1,912,3,0,2,1,3,0,1957.0,3,5,3,87,160,6,1,1248,67,52.0,87000
1023,2,1504,2,1,0,2,2,20,2005.0,2,7,2,12,437,7,2,1504,11,43.0,191000
1024,1,2898,2,1,4,2,2,72,1976.0,2,8,0,41,665,10,2,2898,41,70.04995836802665,287000
1025,1,882,3,0,4,1,3,0,1980.0,3,5,3,45,461,5,2,882,45,70.0,112500
1026,1,1264,3,2,4,1,3,0,1960.0,3,5,4,57,461,6,2,1264,57,73.0,167500
1027,2,1646,2,1,0,2,2,44,2008.0,2,8,2,10,800,7,3,1646,9,71.0,293077
1028,1,968,3,1,4,1,3,0,1941.0,3,5,4,76,240,6,1,1376,67,79.0,105000
1029,1,672,3,0,2,1,3,28,1972.0,3,6,1,45,264,7,1,1218,45,21.0,118000
1030,2,948,3,0,2,2,3,0,1978.5061638868744,3,5,5,101,0,10,0,1928,22,70.04995836802665,160000
1031,0,1687,3,2,0,2,3,63,1970.0,3,7,2,97,672,12,2,3082,47,102.0,197000
1032,2,1352,2,1,0,2,2,55,1993.0,2,8,2,24,796,10,3,2520,24,70.04995836802665,310000
1033,2,1654,2,0,0,2,2,136,2002.0,2,7,2,15,900,6,3,1654,15,70.04995836802665,230000
1034,2,954,1,1,0,1,1,0,1938.0,3,5,5,79,240,5,1,954,67,50.0,119750
1035,3,845,3,0,0,1,3,0,1957.0,3,4,5,60,290,5,1,845,60,70.04995836802665,84000
1036,2,1620,0,1,0,2,0,0,2008.0,2,9,2,10,912,6,3,1620,9,89.0,315500
1037,2,1055,2,1,0,2,2,45,2001.0,2,8,5,16,905,7,2,2263,15,70.04995836802665,287000
1038,1,798,3,1,4,1,3,0,1978.5061638868744,3,4,5,47,0,6,0,1344,9,21.0,97000
1039,1,630,3,0,4,1,2,0,1970.0,3,4,2,47,286,3,1,630,47,21.0,80000
1040,1,1803,3,1,0,2,3,0,1957.0,3,5,4,60,484,8,2,1803,17,88.0,155000
1041,1,800,2,0,2,1,3,40,1966.0,3,6,2,51,484,7,2,1632,17,70.04995836802665,173000
1042,2,1306,2,1,0,2,2,63,2005.0,2,6,0,12,624,5,2,1306,12,34.0,196000
1043,2,1532,2,1,0,2,2,121,1990.0,3,7,2,27,514,10,2,2329,27,86.0,262280
1044,2,2524,2,1,4,2,2,120,1981.0,2,8,0,36,542,9,2,2524,36,80.0,278000
1045,3,1733,3,1,0,2,3,0,1955.0,3,3,5,62,452,8,2,1733,62,70.04995836802665,139600
1046,2,1992,0,1,0,3,0,108,2005.0,2,9,2,12,716,11,3,2868,11,85.0,556581
1047,2,990,3,0,0,1,2,0,1996.0,3,5,2,23,672,5,2,990,22,57.0,145000
1048,3,1771,3,1,4,1,3,0,1960.0,3,5,5,57,336,9,2,1771,11,100.0,115000
1049,1,930,2,0,0,1,3,0,1946.0,3,4,5,71,308,6,1,930,11,60.0,84900
1050,2,1302,2,0,0,2,2,22,2007.0,2,7,5,10,436,6,2,1302,10,73.0,176485
1051,2,1316,2,1,0,2,2,20,2007.0,2,7,5,10,440,6,2,1316,10,103.0,200141
1052,1,1127,3,1,4,1,3,52,1964.0,3,6,4,53,540,9,2,1977,39,100.0,165000
1053,1,1526,3,1,0,1,3,78,1957.0,3,5,4,60,364,7,1,1526,15,68.0,144500
1054,2,1091,2,1,0,2,2,60,2002.0,2,8,2,15,586,7,2,1989,15,90.0,255000
1055,1,1523,3,1,4,2,2,0,1976.0,3,6,0,41,478,7,2,1523,41,104.0,180000
1056,2,1364,2,1,0,2,2,36,2005.0,2,7,2,12,484,6,2,1364,12,43.0,185850
1057,2,979,2,1,0,2,2,98,1994.0,2,7,2,23,467,7,2,1850,23,70.04995836802665,248000
1058,2,1130,0,1,0,2,0,102,2008.0,0,9,2,9,836,10,3,2184,9,96.0,335000
1059,1,1096,3,1,4,1,3,0,1977.0,3,6,4,85,432,7,2,1991,67,70.04995836802665,220000
1060,2,1338,2,0,0,2,2,0,2001.0,2,8,2,16,582,6,2,1338,16,41.0,213500
1061,1,894,3,0,4,1,3,20,1994.0,1,3,5,82,1248,6,3,894,67,120.0,81000
1062,0,1422,3,0,4,2,3,57,1945.0,3,5,5,117,560,10,2,2337,67,85.0,90000
1063,0,1103,2,1,2,1,3,120,1976.0,3,6,1,92,440,5,2,1103,37,50.0,110500
1064,1,1154,3,1,0,1,3,58,1966.0,3,5,1,51,480,6,2,1154,51,70.04995836802665,154000
1065,2,1306,2,0,0,2,0,44,1996.0,2,7,2,21,533,7,2,2260,20,80.0,328000
1066,2,799,3,1,2,2,2,40,1993.0,2,6,5,24,380,7,2,1571,23,59.0,178000
1067,1,798,3,0,4,1,3,128,1964.0,3,6,2,53,442,7,2,1611,53,80.0,167900
1068,1,1291,3,1,2,2,2,20,1973.0,3,6,0,44,576,10,2,2521,44,42.0,151400
1069,1,893,2,0,4,1,3,0,1985.0,3,5,0,68,576,4,2,893,14,60.0,135000
1070,1,1048,3,0,4,1,3,20,1956.0,3,5,1,61,286,6,1,1048,61,72.0,135000
1071,1,829,3,0,0,1,3,0,1968.0,3,6,4,49,441,8,2,1556,49,78.0,154000
1072,1,1002,3,1,1,1,1,0,1954.0,3,5,5,69,280,7,1,1456,67,50.0,91500
1073,1,698,3,0,4,1,3,0,1977.0,3,6,1,40,440,6,2,1426,40,75.0,159500
1074,2,1240,2,0,0,2,2,93,2006.0,2,7,5,11,826,5,3,1240,11,74.0,194000
1075,1,960,3,2,4,1,3,0,1940.0,3,7,1,77,240,6,1,1740,33,75.0,219500
1076,1,1096,2,1,2,2,1,21,1950.0,3,5,0,81,566,7,2,1466,28,60.0,170000
1077,1,1096,3,0,0,1,3,32,1969.0,3,5,1,48,299,6,1,1096,48,70.04995836802665,138800
1078,2,848,2,1,0,1,2,0,2004.0,2,6,2,13,420,3,2,848,13,37.0,155900
1079,2,990,3,0,2,1,2,64,1996.0,3,5,2,23,299,5,1,990,23,65.0,126000
1080,1,1258,2,0,0,2,3,0,1971.0,2,6,0,46,528,5,2,1258,13,80.0,145000
1081,1,1040,3,0,1,1,3,0,1963.0,3,5,0,54,308,5,1,1040,54,75.0,133000
1082,2,1459,2,1,0,2,2,39,2002.0,2,7,5,15,527,6,2,1459,15,70.0,192000
1083,1,1251,3,2,4,1,3,116,1964.0,3,6,1,53,461,6,1,1251,53,80.0,160000
1084,2,691,3,1,2,2,2,44,1995.0,3,6,0,22,409,6,2,1498,21,70.04995836802665,187500
1085,2,996,2,0,0,1,2,0,1992.0,3,6,2,25,564,5,2,996,25,73.0,147000
1086,1,546,3,0,4,1,3,96,1973.0,3,4,1,44,286,6,1,1092,44,70.04995836802665,83500
1087,2,1082,2,1,0,2,2,50,2005.0,2,8,5,12,1043,9,3,1953,11,85.0,252000
1088,2,970,2,0,0,2,2,40,2004.0,2,7,5,13,380,7,2,1709,13,24.0,137500
1089,2,1247,2,1,0,1,2,84,2005.0,2,8,2,12,550,4,2,1247,12,37.0,197000
1090,3,1040,3,0,1,2,3,0,1987.0,3,3,5,67,400,6,2,1040,67,60.0,92900
1091,2,624,2,0,0,2,2,48,1999.0,2,7,1,18,462,4,2,1252,17,24.0,160000
1092,2,1390,3,1,1,2,3,0,1925.0,3,6,4,92,576,7,2,1694,67,60.0,136500
